fwer,sensitivity,sm_sigma,snr,n,method,distribution
0.0,0.0,0.0,0.0,2,Voxel-wise permutation,n
0.0,0.0,0.0,0.1,2,Voxel-wise permutation,n
0.0,0.0,0.0,0.25,2,Voxel-wise permutation,n
0.0,0.0,0.0,0.5,2,Voxel-wise permutation,n
0.0,0.0,0.0,0.75,2,Voxel-wise permutation,n
0.0,0.0,0.0,1.0,2,Voxel-wise permutation,n
0.0,0.0,0.0,1.25,2,Voxel-wise permutation,n
0.0,0.0,0.0,1.5,2,Voxel-wise permutation,n
0.0,0.0,0.0,1.75,2,Voxel-wise permutation,n
0.0,0.0,0.0,2.0,2,Voxel-wise permutation,n
0.0,0.0,0.0,2.25,2,Voxel-wise permutation,n
0.0,0.0,0.0,2.5,2,Voxel-wise permutation,n
0.0,0.0,0.0,2.75,2,Voxel-wise permutation,n
0.0,0.0,0.0,3.0,2,Voxel-wise permutation,n
0.0,0.0,0.1,0.0,2,Voxel-wise permutation,n
0.0,0.0,0.1,0.1,2,Voxel-wise permutation,n
0.0,0.0,0.1,0.25,2,Voxel-wise permutation,n
0.0,0.0,0.1,0.5,2,Voxel-wise permutation,n
0.0,0.0,0.1,0.75,2,Voxel-wise permutation,n
0.0,0.0,0.1,1.0,2,Voxel-wise permutation,n
0.0,0.0,0.1,1.25,2,Voxel-wise permutation,n
0.0,0.0,0.1,1.5,2,Voxel-wise permutation,n
0.0,0.0,0.1,1.75,2,Voxel-wise permutation,n
0.0,0.0,0.1,2.0,2,Voxel-wise permutation,n
0.0,0.0,0.1,2.25,2,Voxel-wise permutation,n
0.0,0.0,0.1,2.5,2,Voxel-wise permutation,n
0.0,0.0,0.1,2.75,2,Voxel-wise permutation,n
0.0,0.0,0.1,3.0,2,Voxel-wise permutation,n
0.0,0.0,0.25,0.0,2,Voxel-wise permutation,n
0.0,0.0,0.25,0.1,2,Voxel-wise permutation,n
0.0,0.0,0.25,0.25,2,Voxel-wise permutation,n
0.0,0.0,0.25,0.5,2,Voxel-wise permutation,n
0.0,0.0,0.25,0.75,2,Voxel-wise permutation,n
0.0,0.0,0.25,1.0,2,Voxel-wise permutation,n
0.0,0.0,0.25,1.25,2,Voxel-wise permutation,n
0.0,0.0,0.25,1.5,2,Voxel-wise permutation,n
0.0,0.0,0.25,1.75,2,Voxel-wise permutation,n
0.0,0.0,0.25,2.0,2,Voxel-wise permutation,n
0.0,0.0,0.25,2.25,2,Voxel-wise permutation,n
0.0,0.0,0.25,2.5,2,Voxel-wise permutation,n
0.0,0.0,0.25,2.75,2,Voxel-wise permutation,n
0.0,0.0,0.25,3.0,2,Voxel-wise permutation,n
0.0,0.0,0.5,0.0,2,Voxel-wise permutation,n
0.0,0.0,0.5,0.1,2,Voxel-wise permutation,n
0.0,0.0,0.5,0.25,2,Voxel-wise permutation,n
0.0,0.0,0.5,0.5,2,Voxel-wise permutation,n
0.0,0.0,0.5,0.75,2,Voxel-wise permutation,n
0.0,0.0,0.5,1.0,2,Voxel-wise permutation,n
0.0,0.0,0.5,1.25,2,Voxel-wise permutation,n
0.0,0.0,0.5,1.5,2,Voxel-wise permutation,n
0.0,0.0,0.5,1.75,2,Voxel-wise permutation,n
0.0,0.0,0.5,2.0,2,Voxel-wise permutation,n
0.0,0.0,0.5,2.25,2,Voxel-wise permutation,n
0.0,0.0,0.5,2.5,2,Voxel-wise permutation,n
0.0,0.0,0.5,2.75,2,Voxel-wise permutation,n
0.0,0.0,0.5,3.0,2,Voxel-wise permutation,n
0.0,0.0,0.75,0.0,2,Voxel-wise permutation,n
0.0,0.0,0.75,0.1,2,Voxel-wise permutation,n
0.0,0.0,0.75,0.25,2,Voxel-wise permutation,n
0.0,0.0,0.75,0.5,2,Voxel-wise permutation,n
0.0,0.0,0.75,0.75,2,Voxel-wise permutation,n
0.0,0.0,0.75,1.0,2,Voxel-wise permutation,n
0.0,0.0,0.75,1.25,2,Voxel-wise permutation,n
0.0,0.0,0.75,1.5,2,Voxel-wise permutation,n
0.0,0.0,0.75,1.75,2,Voxel-wise permutation,n
0.0,0.0,0.75,2.0,2,Voxel-wise permutation,n
0.0,0.0,0.75,2.25,2,Voxel-wise permutation,n
0.0,0.0,0.75,2.5,2,Voxel-wise permutation,n
0.0,0.0,0.75,2.75,2,Voxel-wise permutation,n
0.0,0.0,0.75,3.0,2,Voxel-wise permutation,n
0.0,0.0,1.0,0.0,2,Voxel-wise permutation,n
0.0,0.0,1.0,0.1,2,Voxel-wise permutation,n
0.0,0.0,1.0,0.25,2,Voxel-wise permutation,n
0.0,0.0,1.0,0.5,2,Voxel-wise permutation,n
0.0,0.0,1.0,0.75,2,Voxel-wise permutation,n
0.0,0.0,1.0,1.0,2,Voxel-wise permutation,n
0.0,0.0,1.0,1.25,2,Voxel-wise permutation,n
0.0,0.0,1.0,1.5,2,Voxel-wise permutation,n
0.0,0.0,1.0,1.75,2,Voxel-wise permutation,n
0.0,0.0,1.0,2.0,2,Voxel-wise permutation,n
0.0,0.0,1.0,2.25,2,Voxel-wise permutation,n
0.0,0.0,1.0,2.5,2,Voxel-wise permutation,n
0.0,0.0,1.0,2.75,2,Voxel-wise permutation,n
0.0,0.0,1.0,3.0,2,Voxel-wise permutation,n
0.0,0.0,1.25,0.0,2,Voxel-wise permutation,n
0.0,0.0,1.25,0.1,2,Voxel-wise permutation,n
0.0,0.0,1.25,0.25,2,Voxel-wise permutation,n
0.0,0.0,1.25,0.5,2,Voxel-wise permutation,n
0.0,0.0,1.25,0.75,2,Voxel-wise permutation,n
0.0,0.0,1.25,1.0,2,Voxel-wise permutation,n
0.0,0.0,1.25,1.25,2,Voxel-wise permutation,n
0.0,0.0,1.25,1.5,2,Voxel-wise permutation,n
0.0,0.0,1.25,1.75,2,Voxel-wise permutation,n
0.0,0.0,1.25,2.0,2,Voxel-wise permutation,n
0.0,0.0,1.25,2.25,2,Voxel-wise permutation,n
0.0,0.0,1.25,2.5,2,Voxel-wise permutation,n
0.0,0.0,1.25,2.75,2,Voxel-wise permutation,n
0.0,0.0,1.25,3.0,2,Voxel-wise permutation,n
0.0,0.0,1.5,0.0,2,Voxel-wise permutation,n
0.0,0.0,1.5,0.1,2,Voxel-wise permutation,n
0.0,0.0,1.5,0.25,2,Voxel-wise permutation,n
0.0,0.0,1.5,0.5,2,Voxel-wise permutation,n
0.0,0.0,1.5,0.75,2,Voxel-wise permutation,n
0.0,0.0,1.5,1.0,2,Voxel-wise permutation,n
0.0,0.0,1.5,1.25,2,Voxel-wise permutation,n
0.0,0.0,1.5,1.5,2,Voxel-wise permutation,n
0.0,0.0,1.5,1.75,2,Voxel-wise permutation,n
0.0,0.0,1.5,2.0,2,Voxel-wise permutation,n
0.0,0.0,1.5,2.25,2,Voxel-wise permutation,n
0.0,0.0,1.5,2.5,2,Voxel-wise permutation,n
0.0,0.0,1.5,2.75,2,Voxel-wise permutation,n
0.0,0.0,1.5,3.0,2,Voxel-wise permutation,n
0.0,0.0,1.75,0.0,2,Voxel-wise permutation,n
0.0,0.0,1.75,0.1,2,Voxel-wise permutation,n
0.0,0.0,1.75,0.25,2,Voxel-wise permutation,n
0.0,0.0,1.75,0.5,2,Voxel-wise permutation,n
0.0,0.0,1.75,0.75,2,Voxel-wise permutation,n
0.0,0.0,1.75,1.0,2,Voxel-wise permutation,n
0.0,0.0,1.75,1.25,2,Voxel-wise permutation,n
0.0,0.0,1.75,1.5,2,Voxel-wise permutation,n
0.0,0.0,1.75,1.75,2,Voxel-wise permutation,n
0.0,0.0,1.75,2.0,2,Voxel-wise permutation,n
0.0,0.0,1.75,2.25,2,Voxel-wise permutation,n
0.0,0.0,1.75,2.5,2,Voxel-wise permutation,n
0.0,0.0,1.75,2.75,2,Voxel-wise permutation,n
0.0,0.0,1.75,3.0,2,Voxel-wise permutation,n
0.0,0.0,2.0,0.0,2,Voxel-wise permutation,n
0.0,0.0,2.0,0.1,2,Voxel-wise permutation,n
0.0,0.0,2.0,0.25,2,Voxel-wise permutation,n
0.0,0.0,2.0,0.5,2,Voxel-wise permutation,n
0.0,0.0,2.0,0.75,2,Voxel-wise permutation,n
0.0,0.0,2.0,1.0,2,Voxel-wise permutation,n
0.0,0.0,2.0,1.25,2,Voxel-wise permutation,n
0.0,0.0,2.0,1.5,2,Voxel-wise permutation,n
0.0,0.0,2.0,1.75,2,Voxel-wise permutation,n
0.0,0.0,2.0,2.0,2,Voxel-wise permutation,n
0.0,0.0,2.0,2.25,2,Voxel-wise permutation,n
0.0,0.0,2.0,2.5,2,Voxel-wise permutation,n
0.0,0.0,2.0,2.75,2,Voxel-wise permutation,n
0.0,0.0,2.0,3.0,2,Voxel-wise permutation,n
0.0,0.0,2.25,0.0,2,Voxel-wise permutation,n
0.0,0.0,2.25,0.1,2,Voxel-wise permutation,n
0.0,0.0,2.25,0.25,2,Voxel-wise permutation,n
0.0,0.0,2.25,0.5,2,Voxel-wise permutation,n
0.0,0.0,2.25,0.75,2,Voxel-wise permutation,n
0.0,0.0,2.25,1.0,2,Voxel-wise permutation,n
0.0,0.0,2.25,1.25,2,Voxel-wise permutation,n
0.0,0.0,2.25,1.5,2,Voxel-wise permutation,n
0.0,0.0,2.25,1.75,2,Voxel-wise permutation,n
0.0,0.0,2.25,2.0,2,Voxel-wise permutation,n
0.0,0.0,2.25,2.25,2,Voxel-wise permutation,n
0.0,0.0,2.25,2.5,2,Voxel-wise permutation,n
0.0,0.0,2.25,2.75,2,Voxel-wise permutation,n
0.0,0.0,2.25,3.0,2,Voxel-wise permutation,n
0.0,0.0,2.5,0.0,2,Voxel-wise permutation,n
0.0,0.0,2.5,0.1,2,Voxel-wise permutation,n
0.0,0.0,2.5,0.25,2,Voxel-wise permutation,n
0.0,0.0,2.5,0.5,2,Voxel-wise permutation,n
0.0,0.0,2.5,0.75,2,Voxel-wise permutation,n
0.0,0.0,2.5,1.0,2,Voxel-wise permutation,n
0.0,0.0,2.5,1.25,2,Voxel-wise permutation,n
0.0,0.0,2.5,1.5,2,Voxel-wise permutation,n
0.0,0.0,2.5,1.75,2,Voxel-wise permutation,n
0.0,0.0,2.5,2.0,2,Voxel-wise permutation,n
0.0,0.0,2.5,2.25,2,Voxel-wise permutation,n
0.0,0.0,2.5,2.5,2,Voxel-wise permutation,n
0.0,0.0,2.5,2.75,2,Voxel-wise permutation,n
0.0,0.0,2.5,3.0,2,Voxel-wise permutation,n
0.0,0.0,2.75,0.0,2,Voxel-wise permutation,n
0.0,0.0,2.75,0.1,2,Voxel-wise permutation,n
0.0,0.0,2.75,0.25,2,Voxel-wise permutation,n
0.0,0.0,2.75,0.5,2,Voxel-wise permutation,n
0.0,0.0,2.75,0.75,2,Voxel-wise permutation,n
0.0,0.0,2.75,1.0,2,Voxel-wise permutation,n
0.0,0.0,2.75,1.25,2,Voxel-wise permutation,n
0.0,0.0,2.75,1.5,2,Voxel-wise permutation,n
0.0,0.0,2.75,1.75,2,Voxel-wise permutation,n
0.0,0.0,2.75,2.0,2,Voxel-wise permutation,n
0.0,0.0,2.75,2.25,2,Voxel-wise permutation,n
0.0,0.0,2.75,2.5,2,Voxel-wise permutation,n
0.0,0.0,2.75,2.75,2,Voxel-wise permutation,n
0.0,0.0,2.75,3.0,2,Voxel-wise permutation,n
0.0,0.0,3.0,0.0,2,Voxel-wise permutation,n
0.0,0.0,3.0,0.1,2,Voxel-wise permutation,n
0.0,0.0,3.0,0.25,2,Voxel-wise permutation,n
0.0,0.0,3.0,0.5,2,Voxel-wise permutation,n
0.0,0.0,3.0,0.75,2,Voxel-wise permutation,n
0.0,0.0,3.0,1.0,2,Voxel-wise permutation,n
0.0,0.0,3.0,1.25,2,Voxel-wise permutation,n
0.0,0.0,3.0,1.5,2,Voxel-wise permutation,n
0.0,0.0,3.0,1.75,2,Voxel-wise permutation,n
0.0,0.0,3.0,2.0,2,Voxel-wise permutation,n
0.0,0.0,3.0,2.25,2,Voxel-wise permutation,n
0.0,0.0,3.0,2.5,2,Voxel-wise permutation,n
0.0,0.0,3.0,2.75,2,Voxel-wise permutation,n
0.0,0.0,3.0,3.0,2,Voxel-wise permutation,n
0.0,0.0,0.0,0.0,5,Voxel-wise permutation,n
0.0,0.0004424778761061947,0.0,0.1,5,Voxel-wise permutation,n
0.0,0.0,0.0,0.25,5,Voxel-wise permutation,n
0.0,0.0,0.0,0.5,5,Voxel-wise permutation,n
0.05,0.0008849557522123894,0.0,0.75,5,Voxel-wise permutation,n
0.05,0.0,0.0,1.0,5,Voxel-wise permutation,n
0.05,0.0017699115044247787,0.0,1.25,5,Voxel-wise permutation,n
0.0,0.0004424778761061947,0.0,1.5,5,Voxel-wise permutation,n
0.05,0.001327433628318584,0.0,1.75,5,Voxel-wise permutation,n
0.0,0.0,0.0,2.0,5,Voxel-wise permutation,n
0.0,0.005752212389380531,0.0,2.25,5,Voxel-wise permutation,n
0.1,0.005309734513274336,0.0,2.5,5,Voxel-wise permutation,n
0.05,0.005309734513274336,0.0,2.75,5,Voxel-wise permutation,n
0.0,0.010619469026548672,0.0,3.0,5,Voxel-wise permutation,n
0.1,0.0,0.1,0.0,5,Voxel-wise permutation,n
0.05,0.0,0.1,0.1,5,Voxel-wise permutation,n
0.0,0.0,0.1,0.25,5,Voxel-wise permutation,n
0.05,0.0,0.1,0.5,5,Voxel-wise permutation,n
0.1,0.0004424778761061947,0.1,0.75,5,Voxel-wise permutation,n
0.05,0.0,0.1,1.0,5,Voxel-wise permutation,n
0.0,0.0008849557522123894,0.1,1.25,5,Voxel-wise permutation,n
0.05,0.001327433628318584,0.1,1.5,5,Voxel-wise permutation,n
0.0,0.001327433628318584,0.1,1.75,5,Voxel-wise permutation,n
0.0,0.001327433628318584,0.1,2.0,5,Voxel-wise permutation,n
0.05,0.0035398230088495575,0.1,2.25,5,Voxel-wise permutation,n
0.1,0.0022123893805309734,0.1,2.5,5,Voxel-wise permutation,n
0.0,0.0035398230088495575,0.1,2.75,5,Voxel-wise permutation,n
0.0,0.010176991150442478,0.1,3.0,5,Voxel-wise permutation,n
0.05,0.0,0.25,0.0,5,Voxel-wise permutation,n
0.15,0.0,0.25,0.1,5,Voxel-wise permutation,n
0.0,0.0,0.25,0.25,5,Voxel-wise permutation,n
0.15,0.0,0.25,0.5,5,Voxel-wise permutation,n
0.0,0.0,0.25,0.75,5,Voxel-wise permutation,n
0.05,0.0004424778761061947,0.25,1.0,5,Voxel-wise permutation,n
0.2,0.0004424778761061947,0.25,1.25,5,Voxel-wise permutation,n
0.0,0.0004424778761061947,0.25,1.5,5,Voxel-wise permutation,n
0.0,0.0004424778761061947,0.25,1.75,5,Voxel-wise permutation,n
0.0,0.001327433628318584,0.25,2.0,5,Voxel-wise permutation,n
0.05,0.0008849557522123894,0.25,2.25,5,Voxel-wise permutation,n
0.0,0.005309734513274336,0.25,2.5,5,Voxel-wise permutation,n
0.0,0.0035398230088495575,0.25,2.75,5,Voxel-wise permutation,n
0.05,0.005752212389380531,0.25,3.0,5,Voxel-wise permutation,n
0.05,0.0,0.5,0.0,5,Voxel-wise permutation,n
0.0,0.0,0.5,0.1,5,Voxel-wise permutation,n
0.0,0.0,0.5,0.25,5,Voxel-wise permutation,n
0.0,0.0,0.5,0.5,5,Voxel-wise permutation,n
0.05,0.0,0.5,0.75,5,Voxel-wise permutation,n
0.0,0.0002958579881656805,0.5,1.0,5,Voxel-wise permutation,n
0.0,0.0008875739644970415,0.5,1.25,5,Voxel-wise permutation,n
0.05,0.001183431952662722,0.5,1.5,5,Voxel-wise permutation,n
0.05,0.0038461538461538464,0.5,1.75,5,Voxel-wise permutation,n
0.05,0.006804733727810651,0.5,2.0,5,Voxel-wise permutation,n
0.1,0.008875739644970414,0.5,2.25,5,Voxel-wise permutation,n
0.05,0.008579881656804735,0.5,2.5,5,Voxel-wise permutation,n
0.05,0.007692307692307693,0.5,2.75,5,Voxel-wise permutation,n
0.05,0.015384615384615385,0.5,3.0,5,Voxel-wise permutation,n
0.0,0.0,0.75,0.0,5,Voxel-wise permutation,n
0.0,0.0,0.75,0.1,5,Voxel-wise permutation,n
0.1,0.0,0.75,0.25,5,Voxel-wise permutation,n
0.05,0.0,0.75,0.5,5,Voxel-wise permutation,n
0.05,0.0007042253521126761,0.75,0.75,5,Voxel-wise permutation,n
0.1,0.001643192488262911,0.75,1.0,5,Voxel-wise permutation,n
0.0,0.004694835680751174,0.75,1.25,5,Voxel-wise permutation,n
0.0,0.006807511737089202,0.75,1.5,5,Voxel-wise permutation,n
0.0,0.009154929577464789,0.75,1.75,5,Voxel-wise permutation,n
0.0,0.01666666666666667,0.75,2.0,5,Voxel-wise permutation,n
0.0,0.018779342723004695,0.75,2.25,5,Voxel-wise permutation,n
0.05,0.034976525821596244,0.75,2.5,5,Voxel-wise permutation,n
0.0,0.0176056338028169,0.75,2.75,5,Voxel-wise permutation,n
0.0,0.061502347417840386,0.75,3.0,5,Voxel-wise permutation,n
0.05,0.0,1.0,0.0,5,Voxel-wise permutation,n
0.05,0.0,1.0,0.1,5,Voxel-wise permutation,n
0.0,0.0,1.0,0.25,5,Voxel-wise permutation,n
0.05,0.0,1.0,0.5,5,Voxel-wise permutation,n
0.0,0.0013409961685823756,1.0,0.75,5,Voxel-wise permutation,n
0.0,0.0026819923371647503,1.0,1.0,5,Voxel-wise permutation,n
0.0,0.005555555555555555,1.0,1.25,5,Voxel-wise permutation,n
0.05,0.0078544061302682,1.0,1.5,5,Voxel-wise permutation,n
0.15,0.028160919540229885,1.0,1.75,5,Voxel-wise permutation,n
0.05,0.026628352490421458,1.0,2.0,5,Voxel-wise permutation,n
0.1,0.0496168582375479,1.0,2.25,5,Voxel-wise permutation,n
0.0,0.023371647509578545,1.0,2.5,5,Voxel-wise permutation,n
0.1,0.06340996168582376,1.0,2.75,5,Voxel-wise permutation,n
0.05,0.08946360153256705,1.0,3.0,5,Voxel-wise permutation,n
0.0,0.0,1.25,0.0,5,Voxel-wise permutation,n
0.05,0.0,1.25,0.1,5,Voxel-wise permutation,n
0.15,0.0,1.25,0.25,5,Voxel-wise permutation,n
0.0,0.00017064846416382253,1.25,0.5,5,Voxel-wise permutation,n
0.1,0.0017064846416382253,1.25,0.75,5,Voxel-wise permutation,n
0.0,0.00870307167235495,1.25,1.0,5,Voxel-wise permutation,n
0.05,0.023378839590443685,1.25,1.25,5,Voxel-wise permutation,n
0.1,0.0378839590443686,1.25,1.5,5,Voxel-wise permutation,n
0.05,0.03464163822525597,1.25,1.75,5,Voxel-wise permutation,n
0.05,0.029863481228668935,1.25,2.0,5,Voxel-wise permutation,n
0.0,0.050853242320819114,1.25,2.25,5,Voxel-wise permutation,n
0.0,0.04573378839590444,1.25,2.5,5,Voxel-wise permutation,n
0.0,0.06569965870307168,1.25,2.75,5,Voxel-wise permutation,n
0.0,0.05273037542662116,1.25,3.0,5,Voxel-wise permutation,n
0.05,0.0,1.5,0.0,5,Voxel-wise permutation,n
0.05,0.0,1.5,0.1,5,Voxel-wise permutation,n
0.1,0.0,1.5,0.25,5,Voxel-wise permutation,n
0.1,0.0005865102639296188,1.5,0.5,5,Voxel-wise permutation,n
0.0,0.0019061583577712608,1.5,0.75,5,Voxel-wise permutation,n
0.0,0.0030791788856304987,1.5,1.0,5,Voxel-wise permutation,n
0.1,0.022434017595307915,1.5,1.25,5,Voxel-wise permutation,n
0.05,0.015835777126099702,1.5,1.5,5,Voxel-wise permutation,n
0.0,0.024046920821114367,1.5,1.75,5,Voxel-wise permutation,n
0.05,0.04545454545454545,1.5,2.0,5,Voxel-wise permutation,n
0.05,0.049413489736070376,1.5,2.25,5,Voxel-wise permutation,n
0.0,0.05865102639296188,1.5,2.5,5,Voxel-wise permutation,n
0.15,0.08563049853372434,1.5,2.75,5,Voxel-wise permutation,n
0.05,0.12741935483870967,1.5,3.0,5,Voxel-wise permutation,n
0.0,0.0,1.75,0.0,5,Voxel-wise permutation,n
0.0,0.00012468827930174563,1.75,0.1,5,Voxel-wise permutation,n
0.05,0.0007481296758104739,1.75,0.25,5,Voxel-wise permutation,n
0.0,0.00012468827930174563,1.75,0.5,5,Voxel-wise permutation,n
0.0,0.003366583541147132,1.75,0.75,5,Voxel-wise permutation,n
0.05,0.005486284289276808,1.75,1.0,5,Voxel-wise permutation,n
0.05,0.02032418952618454,1.75,1.25,5,Voxel-wise permutation,n
0.0,0.03129675810473816,1.75,1.5,5,Voxel-wise permutation,n
0.0,0.05149625935162094,1.75,1.75,5,Voxel-wise permutation,n
0.0,0.021820448877805487,1.75,2.0,5,Voxel-wise permutation,n
0.05,0.06508728179551124,1.75,2.25,5,Voxel-wise permutation,n
0.0,0.031795511221945134,1.75,2.5,5,Voxel-wise permutation,n
0.05,0.07294264339152119,1.75,2.75,5,Voxel-wise permutation,n
0.1,0.08491271820448879,1.75,3.0,5,Voxel-wise permutation,n
0.05,0.0,2.0,0.0,5,Voxel-wise permutation,n
0.1,0.0,2.0,0.1,5,Voxel-wise permutation,n
0.05,0.00011441647597254005,2.0,0.25,5,Voxel-wise permutation,n
0.0,0.0004576659038901602,2.0,0.5,5,Voxel-wise permutation,n
0.05,0.002631578947368421,2.0,0.75,5,Voxel-wise permutation,n
0.1,0.025629290617848972,2.0,1.0,5,Voxel-wise permutation,n
0.0,0.018535469107551487,2.0,1.25,5,Voxel-wise permutation,n
0.0,0.03924485125858123,2.0,1.5,5,Voxel-wise permutation,n
0.0,0.05423340961098398,2.0,1.75,5,Voxel-wise permutation,n
0.0,0.04233409610983981,2.0,2.0,5,Voxel-wise permutation,n
0.05,0.06956521739130435,2.0,2.25,5,Voxel-wise permutation,n
0.1,0.09977116704805492,2.0,2.5,5,Voxel-wise permutation,n
0.0,0.0868421052631579,2.0,2.75,5,Voxel-wise permutation,n
0.0,0.06395881006864988,2.0,3.0,5,Voxel-wise permutation,n
0.0,0.0001006036217303823,2.25,0.0,5,Voxel-wise permutation,n
0.1,0.0001006036217303823,2.25,0.1,5,Voxel-wise permutation,n
0.0,0.00030181086519114693,2.25,0.25,5,Voxel-wise permutation,n
0.05,0.0002012072434607646,2.25,0.5,5,Voxel-wise permutation,n
0.05,0.0079476861167002,2.25,0.75,5,Voxel-wise permutation,n
0.05,0.010362173038229379,2.25,1.0,5,Voxel-wise permutation,n
0.05,0.015492957746478872,2.25,1.25,5,Voxel-wise permutation,n
0.0,0.031991951710261576,2.25,1.5,5,Voxel-wise permutation,n
0.0,0.04778672032193159,2.25,1.75,5,Voxel-wise permutation,n
0.1,0.07525150905432595,2.25,2.0,5,Voxel-wise permutation,n
0.05,0.0426559356136821,2.25,2.25,5,Voxel-wise permutation,n
0.0,0.08460764587525152,2.25,2.5,5,Voxel-wise permutation,n
0.0,0.10824949698189137,2.25,2.75,5,Voxel-wise permutation,n
0.1,0.12867203219315895,2.25,3.0,5,Voxel-wise permutation,n
0.0,0.0,2.5,0.0,5,Voxel-wise permutation,n
0.05,0.0,2.5,0.1,5,Voxel-wise permutation,n
0.0,0.0,2.5,0.25,5,Voxel-wise permutation,n
0.1,0.0008912655971479499,2.5,0.5,5,Voxel-wise permutation,n
0.05,0.010962566844919785,2.5,0.75,5,Voxel-wise permutation,n
0.0,0.019964349376114084,2.5,1.0,5,Voxel-wise permutation,n
0.0,0.005614973262032086,2.5,1.25,5,Voxel-wise permutation,n
0.05,0.020499108734402853,2.5,1.5,5,Voxel-wise permutation,n
0.0,0.029322638146167555,2.5,1.75,5,Voxel-wise permutation,n
0.0,0.052584670231729046,2.5,2.0,5,Voxel-wise permutation,n
0.0,0.0483065953654189,2.5,2.25,5,Voxel-wise permutation,n
0.05,0.08912655971479502,2.5,2.5,5,Voxel-wise permutation,n
0.0,0.058645276292335125,2.5,2.75,5,Voxel-wise permutation,n
0.0,0.09830659536541891,2.5,3.0,5,Voxel-wise permutation,n
0.0,0.0,2.75,0.0,5,Voxel-wise permutation,n
0.0,0.0,2.75,0.1,5,Voxel-wise permutation,n
0.05,0.00024154589371980676,2.75,0.25,5,Voxel-wise permutation,n
0.0,0.0037037037037037034,2.75,0.5,5,Voxel-wise permutation,n
0.05,0.006602254428341383,2.75,0.75,5,Voxel-wise permutation,n
0.05,0.011272141706924317,2.75,1.0,5,Voxel-wise permutation,n
0.05,0.02165861513687601,2.75,1.25,5,Voxel-wise permutation,n
0.0,0.04412238325281803,2.75,1.5,5,Voxel-wise permutation,n
0.05,0.05169082125603865,2.75,1.75,5,Voxel-wise permutation,n
0.1,0.05740740740740741,2.75,2.0,5,Voxel-wise permutation,n
0.05,0.05740740740740741,2.75,2.25,5,Voxel-wise permutation,n
0.0,0.09702093397745573,2.75,2.5,5,Voxel-wise permutation,n
0.05,0.10861513687600644,2.75,2.75,5,Voxel-wise permutation,n
0.05,0.1150563607085346,2.75,3.0,5,Voxel-wise permutation,n
0.0,0.0,3.0,0.0,5,Voxel-wise permutation,n
0.0,0.0,3.0,0.1,5,Voxel-wise permutation,n
0.0,0.00022026431718061672,3.0,0.25,5,Voxel-wise permutation,n
0.0,0.0005873715124816446,3.0,0.5,5,Voxel-wise permutation,n
0.1,0.007635829662261381,3.0,0.75,5,Voxel-wise permutation,n
0.15,0.013950073421439061,3.0,1.0,5,Voxel-wise permutation,n
0.1,0.023054331864904555,3.0,1.25,5,Voxel-wise permutation,n
0.0,0.027019089574155653,3.0,1.5,5,Voxel-wise permutation,n
0.0,0.04456681350954479,3.0,1.75,5,Voxel-wise permutation,n
0.05,0.0697503671071953,3.0,2.0,5,Voxel-wise permutation,n
0.0,0.0868575624082232,3.0,2.25,5,Voxel-wise permutation,n
0.0,0.07701908957415564,3.0,2.5,5,Voxel-wise permutation,n
0.1,0.05256975036710719,3.0,2.75,5,Voxel-wise permutation,n
0.05,0.0513950073421439,3.0,3.0,5,Voxel-wise permutation,n
0.05,0.0,0.0,0.0,7,Voxel-wise permutation,n
0.0,0.0,0.0,0.1,7,Voxel-wise permutation,n
